temp_real_C,temp_feels_like_C,humidity,wind_speed_kph,season,weather
11.0,11.0,0.795,32.0,3.0,2.0
11.0,11.0,0.795,38.0,3.0,2.0
11.0,11.0,0.82,37.0,3.0,2.0
11.0,11.0,0.82,33.0,3.0,2.0
11.0,11.0,0.85,33.0,3.0,2.0
11.5,11.5,0.85,37.0,3.0,2.0
11.5,11.5,0.85,32.0,3.0,2.0
12.0,12.0,0.82,34.0,3.0,2.0
11.5,11.5,0.85,36.0,3.0,2.0
12.0,12.0,0.82,30.0,3.0,2.0
12.0,12.0,0.82,29.5,3.0,2.0
12.0,12.0,0.82,35.0,3.0,2.0
12.0,12.0,0.85,30.5,3.0,2.0
12.0,12.0,0.88,35.0,3.0,2.0
12.0,12.0,0.88,32.0,3.0,2.0
12.0,12.0,0.88,31.0,3.0,2.0
12.0,12.0,0.88,32.5,3.0,2.0
13.0,13.0,0.82,31.0,3.0,2.0
13.0,13.0,0.82,32.5,3.0,2.0
13.0,13.0,0.82,32.0,3.0,2.0
13.0,13.0,0.82,33.0,3.0,2.0
13.5,13.5,0.795,37.0,3.0,2.0
13.0,13.0,0.82,35.0,3.0,2.0
13.0,13.0,0.85,31.0,3.0,2.0
13.0,13.0,0.82,30.5,3.0,2.0
13.0,13.0,0.88,29.5,3.0,2.0
13.0,13.0,0.88,26.0,3.0,2.0
13.5,13.5,0.795,29.0,3.0,2.0
13.0,13.0,0.77,35.0,3.0,1.0
11.5,11.5,0.695,27.0,3.0,1.0
11.0,11.0,0.72,25.0,3.0,1.0
10.0,7.0,0.735,25.0,3.0,1.0
10.0,7.0,0.67,26.0,3.0,1.0
9.5,6.5,0.665,25.0,3.0,1.0
9.0,5.5,0.66,27.5,3.0,2.0
8.0,4.0,0.64,24.0,3.0,1.0
7.5,3.5,0.64,26.0,3.0,1.0
6.5,3.5,0.685,19.5,3.0,1.0
6.0,3.0,0.71,18.0,3.0,1.0
5.5,2.5,0.735,14.0,3.0,1.0
5.0,1.5,0.76,18.0,3.0,1.0
5.0,1.5,0.76,18.5,3.0,1.0
4.0,1.0,0.75,11.0,3.0,1.0
5.0,2.0,0.7,16.0,3.0,1.0
6.5,3.5,0.635,16.5,3.0,1.0
7.5,4.5,0.64,20.0,3.0,1.0
9.0,6.0,0.58,21.0,3.0,1.0
9.5,6.5,0.56,23.0,3.0,1.0
10.0,7.0,0.54,26.0,3.0,1.0
10.0,7.0,0.54,24.0,3.0,1.0
10.0,7.0,0.54,25.0,3.0,1.0
9.0,6.0,0.62,22.0,3.0,1.0
9.0,6.0,0.6,25.0,3.0,1.0
9.0,6.0,0.62,22.0,3.0,1.0
9.0,5.5,0.66,28.0,3.0,1.0
9.0,6.0,0.685,25.0,3.0,1.0
9.0,5.5,0.71,27.0,3.0,1.0
10.0,6.0,0.71,34.0,3.0,2.0
10.0,6.0,0.735,31.0,3.0,2.0
10.0,6.0,0.82,32.0,3.0,2.0
11.0,11.0,0.77,32.0,3.0,2.0
11.0,11.0,0.77,33.0,3.0,1.0
11.0,11.0,0.77,35.0,3.0,2.0
11.5,11.5,0.795,32.0,3.0,2.0
11.5,11.5,0.795,31.0,3.0,2.0
12.0,12.0,0.77,36.0,3.0,2.0
12.0,12.0,0.72,34.0,3.0,2.0
12.0,12.0,0.72,38.0,3.0,2.0
11.5,11.5,0.77,36.0,3.0,2.0
12.0,12.0,0.695,38.0,3.0,1.0
12.0,12.0,0.72,36.0,3.0,2.0
12.0,12.0,0.745,35.0,3.0,2.0
12.0,12.0,0.77,32.0,3.0,2.0
12.0,12.0,0.82,29.5,3.0,2.0
12.0,12.0,0.795,31.5,3.0,2.0
12.0,12.0,0.82,31.0,3.0,2.0
12.0,12.0,0.82,30.0,3.0,2.0
12.0,12.0,0.795,28.0,3.0,2.0
12.0,12.0,0.82,33.0,3.0,2.0
12.5,12.5,0.795,36.0,3.0,2.0
13.0,13.0,0.77,39.0,3.0,2.0
12.0,12.0,0.82,36.0,3.0,2.0
12.0,12.0,0.82,37.0,3.0,2.0
11.5,11.5,0.85,39.0,3.0,2.0
11.5,11.5,0.85,34.0,3.0,2.0
12.0,12.0,0.82,33.0,3.0,2.0
10.5,8.5,0.85,33.0,3.0,2.0
10.0,7.0,0.82,24.0,3.0,2.0
10.0,7.5,0.82,21.5,3.0,2.0
9.0,5.5,0.76,28.5,3.0,2.0
9.0,6.0,0.76,25.0,3.0,1.0
9.0,6.0,0.735,22.0,3.0,1.0
8.0,4.5,0.76,22.0,3.0,2.0
8.0,4.0,0.735,25.0,3.0,2.0
8.0,4.0,0.66,35.0,3.0,1.0
7.5,3.0,0.475,34.0,3.0,1.0
8.0,4.0,0.5,32.0,3.0,1.0
8.0,4.0,0.48,29.5,3.0,1.0
8.0,4.0,0.46,30.5,3.0,1.0
7.0,3.0,0.49,28.0,3.0,1.0
7.0,4.0,0.53,19.5,3.0,1.0
7.0,3.0,0.53,25.0,3.0,1.0
6.0,2.0,0.635,22.0,3.0,1.0
6.0,2.0,0.66,21.0,3.0,1.0
6.0,2.0,0.685,26.0,3.0,1.0
6.0,2.0,0.685,22.0,3.0,1.0
5.5,2.0,0.735,17.5,3.0,1.0
5.0,1.5,0.76,18.5,3.0,1.0
6.0,2.5,0.71,19.5,3.0,1.0
6.0,2.5,0.71,19.5,3.0,1.0
6.0,3.0,0.71,13.0,3.0,1.0
6.0,3.0,0.76,13.0,3.0,1.0
6.0,4.0,0.76,9.0,3.0,1.0
6.0,4.0,0.76,10.0,3.0,1.0
7.0,5.0,0.785,10.0,3.0,2.0
7.5,4.5,0.785,15.0,3.0,2.0
7.0,5.0,0.9,10.0,3.0,2.0
8.0,6.0,0.93,10.0,3.0,2.0
10.0,9.0,0.91,18.5,3.0,2.0
11.5,11.5,0.85,27.0,3.0,2.0
13.0,13.0,0.82,29.0,3.0,2.0
13.5,13.5,0.795,26.0,3.0,2.0
14.0,14.0,0.77,30.0,3.0,2.0
14.0,14.0,0.77,33.0,3.0,2.0
14.0,14.0,0.77,30.5,3.0,2.0
14.0,14.0,0.77,36.0,3.0,2.0
14.0,14.0,0.77,35.0,3.0,2.0
13.5,13.5,0.795,37.0,3.0,2.0
13.0,13.0,0.82,31.5,3.0,2.0
13.0,13.0,0.82,31.0,3.0,2.0
13.0,13.0,0.77,28.0,3.0,2.0
13.0,13.0,0.77,33.0,3.0,2.0
13.0,13.0,0.77,31.5,3.0,2.0
13.0,13.0,0.77,31.5,3.0,2.0
12.5,12.5,0.795,28.5,3.0,2.0
12.0,12.0,0.82,31.0,3.0,2.0
12.0,12.0,0.695,30.5,3.0,2.0
12.5,12.5,0.65,29.5,3.0,2.0
13.0,13.0,0.63,34.0,3.0,2.0
12.0,12.0,0.72,31.0,3.0,2.0
12.5,12.5,0.695,34.0,3.0,2.0
13.0,13.0,0.72,33.0,3.0,2.0
13.0,13.0,0.72,40.0,3.0,2.0
13.5,13.5,0.695,39.0,3.0,2.0
13.5,13.5,0.72,39.0,3.0,2.0
14.5,14.5,0.65,36.0,3.0,2.0
14.0,14.0,0.67,36.0,3.0,2.0
14.0,14.0,0.65,35.0,3.0,2.0
14.0,14.0,0.67,34.0,3.0,2.0
14.0,14.0,0.65,34.0,3.0,2.0
13.0,13.0,0.55,47.0,3.0,1.0
12.0,12.0,0.56,43.5,3.0,2.0
11.5,11.5,0.56,40.5,3.0,1.0
11.0,11.0,0.6,35.0,3.0,1.0
10.0,6.0,0.62,32.0,3.0,1.0
10.0,6.0,0.62,35.0,3.0,1.0
10.0,6.0,0.62,33.0,3.0,1.0
10.0,6.5,0.62,31.5,3.0,1.0
10.0,7.0,0.67,29.0,3.0,1.0
10.0,6.5,0.645,27.5,3.0,1.0
10.0,6.0,0.67,31.0,3.0,1.0
10.0,7.0,0.645,30.0,3.0,1.0
10.0,6.0,0.62,31.0,3.0,1.0
10.0,6.5,0.62,31.5,3.0,1.0
9.0,4.5,0.69,35.0,3.0,2.0
9.0,5.0,0.71,29.0,3.0,1.0
10.0,6.5,0.54,32.5,3.0,1.0
10.5,8.5,0.47,38.5,3.0,1.0
10.5,8.5,0.505,39.0,3.0,1.0
10.0,6.0,0.47,39.0,3.0,1.0
10.0,6.0,0.47,33.0,3.0,1.0
9.0,5.0,0.5,31.5,3.0,1.0
8.0,4.5,0.595,23.0,3.0,1.0
8.0,4.0,0.55,27.0,3.0,1.0
7.5,3.5,0.64,25.0,3.0,1.0
7.0,3.0,0.66,25.0,3.0,1.0
6.0,2.0,0.71,23.0,3.0,1.0
6.0,2.0,0.71,22.0,3.0,1.0
5.5,1.5,0.735,19.5,3.0,1.0
5.0,1.0,0.785,22.0,3.0,1.0
5.0,1.0,0.785,19.5,3.0,1.0
5.0,1.0,0.76,20.0,3.0,1.0
5.0,1.0,0.7,22.0,3.0,1.0
4.5,0.5,0.755,20.0,3.0,1.0
4.0,0.5,0.75,16.0,3.0,1.0
4.0,0.0,0.725,20.5,3.0,1.0
4.0,-0.5,0.7,23.0,3.0,1.0
5.0,0.5,0.66,25.0,3.0,1.0
5.5,1.5,0.635,26.0,3.0,1.0
6.5,1.5,0.66,32.0,3.0,2.0
7.0,3.0,0.66,31.0,3.0,2.0
7.5,4.0,0.685,26.0,3.0,2.0
8.0,4.0,0.64,27.0,3.0,2.0
8.5,4.5,0.64,26.0,3.0,2.0
9.0,5.5,0.56,26.5,3.0,1.0
9.0,6.0,0.56,24.0,3.0,1.0
8.0,5.0,0.595,20.0,3.0,1.0
7.5,4.5,0.615,17.5,3.0,1.0
7.0,4.0,0.66,19.5,3.0,1.0
7.0,4.0,0.66,18.5,3.0,1.0
6.0,3.0,0.71,17.0,3.0,1.0
6.0,3.0,0.71,16.0,3.0,1.0
5.5,2.5,0.76,16.0,3.0,1.0
5.0,2.0,0.785,16.0,3.0,1.0
5.5,1.5,0.785,21.0,3.0,1.0
6.0,3.0,0.76,19.0,3.0,1.0
6.5,3.0,0.735,20.0,3.0,2.0
6.0,2.5,0.84,21.5,3.0,2.0
7.5,4.0,0.815,23.5,3.0,2.0
9.0,5.0,0.82,29.5,3.0,2.0
9.0,5.0,0.87,31.0,3.0,2.0
10.0,7.0,0.82,28.0,3.0,2.0
11.0,11.0,0.82,30.0,3.0,2.0
12.0,12.0,0.77,30.5,3.0,2.0
12.5,12.5,0.745,28.0,3.0,2.0
13.0,13.0,0.72,28.0,3.0,2.0
13.5,13.5,0.695,27.0,3.0,2.0
13.5,13.5,0.67,33.0,3.0,1.0
13.0,13.0,0.67,25.0,3.0,1.0
13.0,13.0,0.67,16.0,3.0,1.0
12.5,12.5,0.695,9.0,3.0,1.0
12.0,12.0,0.72,12.0,3.0,1.0
12.0,12.0,0.72,15.0,3.0,1.0
11.5,11.5,0.795,17.0,3.0,1.0
11.0,11.0,0.82,16.0,3.0,1.0
11.0,11.0,0.82,14.0,3.0,2.0
11.0,11.0,0.85,17.5,3.0,2.0
11.0,11.0,0.82,19.5,3.0,2.0
11.0,11.0,0.77,18.0,3.0,2.0
11.0,11.0,0.77,18.5,3.0,1.0
11.0,11.0,0.77,14.0,3.0,2.0
11.0,11.0,0.745,16.0,3.0,2.0
11.0,11.0,0.745,15.0,3.0,2.0
10.5,9.5,0.85,17.0,3.0,2.0
10.5,9.0,0.795,19.5,3.0,2.0
11.0,11.0,0.77,22.0,3.0,2.0
10.5,9.5,0.825,19.5,3.0,2.0
11.0,11.0,0.85,22.5,3.0,2.0
11.0,11.0,0.82,23.0,3.0,2.0
11.0,11.0,0.82,27.0,3.0,1.0
11.0,11.0,0.82,23.0,3.0,2.0
11.0,11.0,0.82,28.0,3.0,2.0
11.0,11.0,0.77,27.0,3.0,2.0
11.0,11.0,0.745,27.0,3.0,2.0
11.0,11.0,0.72,27.0,3.0,2.0
11.0,11.0,0.77,20.0,3.0,2.0
11.0,11.0,0.77,23.5,3.0,2.0
11.0,11.0,0.77,29.5,3.0,2.0
10.0,6.5,0.82,28.5,3.0,4.0
10.0,7.0,0.82,25.0,3.0,2.0
11.0,11.0,0.77,26.0,3.0,2.0
11.0,11.0,0.745,28.5,3.0,2.0
10.0,7.0,0.82,26.0,3.0,2.0
10.0,7.0,0.82,24.0,3.0,2.0
10.0,7.0,0.88,23.0,3.0,2.0
10.0,7.0,0.88,22.0,3.0,2.0
10.0,7.0,0.88,20.0,3.0,2.0
11.0,11.0,0.77,20.5,3.0,2.0
10.0,7.5,0.88,17.5,3.0,2.0
11.0,11.0,0.795,27.0,3.0,2.0
11.0,11.0,0.77,29.5,3.0,2.0
12.0,12.0,0.72,33.0,3.0,2.0
12.0,12.0,0.72,40.0,3.0,2.0
12.0,12.0,0.695,37.0,3.0,2.0
12.0,12.0,0.67,41.0,3.0,2.0
13.0,13.0,0.63,37.0,3.0,2.0
13.0,13.0,0.63,41.0,3.0,1.0
13.0,13.0,0.63,36.0,3.0,1.0
13.0,13.0,0.59,41.0,3.0,1.0
12.0,12.0,0.63,38.0,3.0,2.0
11.0,11.0,0.695,36.0,3.0,2.0
10.0,7.0,0.79,29.0,3.0,2.0
10.0,6.5,0.82,31.5,3.0,2.0
10.0,6.0,0.88,37.0,3.0,2.0
8.0,4.0,0.84,30.5,3.0,2.0
7.0,4.0,0.785,19.0,3.0,2.0
7.0,4.0,0.76,15.0,3.0,1.0
7.0,4.5,0.81,14.0,3.0,1.0
7.0,4.0,0.785,18.5,3.0,1.0
7.0,4.0,0.76,19.5,3.0,1.0
7.0,4.0,0.76,17.0,3.0,1.0
6.0,2.0,0.76,22.0,3.0,1.0
6.0,2.0,0.76,23.0,3.0,1.0
6.5,2.5,0.735,25.0,3.0,1.0
7.5,3.5,0.685,29.0,3.0,1.0
9.0,5.0,0.6,32.0,3.0,1.0
10.0,6.0,0.58,38.0,3.0,2.0
10.0,6.0,0.56,36.0,3.0,1.0
10.0,6.0,0.54,35.0,3.0,1.0
9.5,6.5,0.62,24.0,3.0,1.0
10.0,7.0,0.54,30.0,3.0,1.0
9.5,5.5,0.56,32.0,3.0,1.0
9.0,5.0,0.66,31.5,3.0,1.0
8.0,4.0,0.76,30.0,3.0,2.0
8.0,4.0,0.82,31.0,3.0,2.0
8.5,4.0,0.82,38.0,3.0,2.0
10.0,6.0,0.82,39.0,3.0,2.0
10.0,6.0,0.85,32.0,3.0,4.0
8.0,4.0,0.66,32.0,3.0,1.0
8.0,4.0,0.62,33.0,3.0,1.0
9.0,5.0,0.58,36.0,3.0,1.0
9.5,5.0,0.58,38.5,3.0,1.0
10.0,6.0,0.56,46.0,3.0,2.0
10.0,6.0,0.56,47.0,3.0,2.0
9.5,5.0,0.645,49.5,3.0,2.0
9.0,4.5,0.735,44.5,3.0,2.0
9.5,4.5,0.69,46.5,3.0,2.0
9.0,4.0,0.71,56.0,3.0,2.0
9.0,4.0,0.66,51.0,3.0,2.0
9.0,4.0,0.71,43.5,3.0,2.0
9.5,5.0,0.62,46.0,3.0,2.0
9.0,4.0,0.62,43.5,3.0,2.0
8.0,4.0,0.62,33.0,3.0,1.0
8.0,3.5,0.62,36.0,3.0,2.0
8.0,3.5,0.57,36.0,3.0,2.0
7.0,3.0,0.61,27.0,3.0,1.0
7.0,3.0,0.66,24.0,3.0,1.0
7.0,3.0,0.66,26.0,3.0,1.0
6.5,2.5,0.685,22.0,3.0,1.0
6.0,2.0,0.71,24.0,3.0,2.0
6.0,3.0,0.66,15.5,3.0,1.0
6.0,4.5,0.71,7.5,3.0,1.0
6.0,4.0,0.735,9.0,3.0,2.0
7.0,4.5,0.71,14.0,3.0,2.0
6.0,3.5,0.81,12.0,3.0,1.0
6.5,3.5,0.785,14.0,3.0,1.0
7.0,4.0,0.685,17.0,3.0,1.0
6.0,2.0,0.71,21.0,3.0,1.0
7.0,3.0,0.615,26.0,3.0,1.0
7.0,3.0,0.57,23.0,3.0,1.0
8.0,4.0,0.5,29.0,3.0,1.0
7.5,3.5,0.515,27.0,3.0,1.0
7.0,3.0,0.53,23.0,3.0,1.0
6.5,2.0,0.595,26.5,3.0,1.0
6.0,1.5,0.66,29.5,3.0,2.0
5.0,1.0,0.76,23.0,3.0,1.0
5.0,1.0,0.785,24.0,3.0,1.0
6.0,2.0,0.71,24.0,3.0,1.0
5.0,0.0,0.81,26.0,3.0,2.0
5.0,0.0,0.81,26.0,3.0,2.0
5.5,1.5,0.785,21.0,3.0,2.0
6.0,2.0,0.785,21.0,3.0,2.0
6.5,2.5,0.735,22.0,3.0,2.0
6.0,2.0,0.76,23.0,3.0,2.0
6.0,2.0,0.76,27.0,3.0,2.0
5.0,1.0,0.81,24.0,3.0,2.0
5.5,1.5,0.785,24.0,3.0,2.0
6.0,2.0,0.76,23.0,3.0,2.0
6.0,2.0,0.81,23.0,3.0,2.0
7.0,3.0,0.76,24.0,3.0,2.0
7.0,3.5,0.76,21.5,3.0,2.0
7.5,4.5,0.71,19.0,3.0,2.0
8.0,5.0,0.64,19.5,3.0,2.0
8.0,5.5,0.66,14.0,3.0,2.0
9.0,6.0,0.62,19.5,3.0,1.0
9.0,6.0,0.62,21.0,3.0,2.0
8.5,5.5,0.6,20.5,3.0,1.0
8.0,5.0,0.62,17.0,3.0,1.0
7.0,4.0,0.66,15.0,3.0,1.0
7.0,5.0,0.61,11.0,3.0,1.0
6.0,4.0,0.66,11.0,3.0,1.0
5.0,2.5,0.76,10.0,3.0,1.0
5.0,3.0,0.76,9.0,3.0,1.0
4.0,1.5,0.81,9.0,3.0,1.0
4.0,1.5,0.81,10.0,3.0,1.0
3.0,0.0,0.87,10.0,3.0,1.0
3.0,0.0,0.87,9.0,3.0,1.0
3.0,2.0,0.87,6.0,3.0,1.0
3.0,0.5,0.87,8.0,3.0,1.0
3.0,0.0,0.87,11.0,3.0,1.0
2.0,-1.0,0.87,10.0,3.0,1.0
2.0,-0.5,0.87,8.0,3.0,1.0
2.5,0.5,0.9,8.5,3.0,1.0
3.5,1.5,0.84,7.5,3.0,1.0
5.5,4.5,0.735,6.0,3.0,1.0
7.5,6.0,0.64,8.0,3.0,1.0
8.0,6.0,0.57,9.0,3.0,1.0
8.5,6.0,0.535,15.0,3.0,1.0
9.0,7.0,0.48,13.0,3.0,1.0
8.0,6.0,0.53,11.0,3.0,1.0
7.5,6.0,0.55,9.0,3.0,1.0
7.5,6.0,0.55,7.5,3.0,1.0
7.0,6.0,0.57,7.0,3.0,1.0
6.5,4.5,0.615,9.0,3.0,1.0
6.0,4.0,0.685,9.0,3.0,1.0
5.0,3.0,0.76,9.0,3.0,2.0
5.0,3.0,0.76,8.5,3.0,1.0
5.0,3.0,0.81,8.5,3.0,1.0
5.0,4.0,0.81,6.5,3.0,1.0
4.5,3.0,0.84,7.5,3.0,1.0
4.0,2.5,0.87,6.5,3.0,2.0
3.5,0.5,0.87,10.0,3.0,1.0
4.0,1.0,0.87,13.0,3.0,2.0
4.0,1.0,0.87,11.0,3.0,1.0
3.0,0.0,0.93,12.0,3.0,1.0
3.5,0.0,0.93,15.0,3.0,1.0
4.5,1.5,0.9,14.0,3.0,1.0
6.0,3.0,0.84,18.0,3.0,2.0
5.0,1.0,0.84,19.5,3.0,2.0
5.0,2.0,0.81,15.0,3.0,2.0
5.0,1.5,0.81,17.5,3.0,2.0
5.0,2.0,0.81,17.0,3.0,2.0
5.5,2.0,0.785,18.0,3.0,2.0
6.0,2.5,0.76,20.5,3.0,2.0
6.0,2.0,0.76,21.0,3.0,2.0
6.0,3.0,0.76,15.0,3.0,2.0
5.5,2.5,0.785,13.0,3.0,2.0
5.0,2.5,0.81,10.0,3.0,2.0
5.0,3.0,0.87,7.0,3.0,2.0
5.0,3.0,0.84,8.0,3.0,2.0
4.5,2.5,0.87,8.0,3.0,1.0
3.5,1.0,0.9,10.0,3.0,1.0
3.0,1.5,0.93,6.5,3.0,1.0
3.0,2.0,0.9,5.5,3.0,1.0
2.0,0.5,0.9,7.5,3.0,1.0
2.0,0.5,0.9,6.5,3.0,1.0
3.0,-0.5,0.87,14.0,3.0,1.0
2.5,-1.5,0.9,17.0,3.0,1.0
3.5,-1.5,0.87,23.0,3.0,1.0
4.0,-1.0,0.87,27.0,3.0,2.0
4.0,-1.0,0.87,29.0,3.0,2.0
5.0,0.0,0.76,30.0,3.0,2.0
5.0,0.0,0.81,31.0,3.0,2.0
5.0,0.0,0.81,29.5,3.0,2.0
5.0,0.0,0.87,30.0,3.0,2.0
5.0,0.0,0.84,29.0,3.0,2.0
5.0,0.5,0.81,25.0,3.0,2.0
5.5,1.5,0.785,23.0,3.0,2.0
5.0,1.5,0.81,18.0,3.0,4.0
5.0,2.0,0.87,14.0,3.0,2.0
5.0,2.0,0.87,14.0,3.0,2.0
5.0,2.0,0.87,13.0,3.0,2.0
5.0,2.0,0.87,14.0,3.0,2.0
5.0,2.0,0.87,12.0,3.0,2.0
5.0,2.0,0.84,13.0,3.0,2.0
4.5,1.5,0.84,11.0,3.0,2.0
4.0,2.0,0.87,8.0,3.0,2.0
4.0,2.0,0.9,8.0,3.0,2.0
4.0,2.0,0.93,7.0,3.0,2.0
4.0,2.0,0.9,7.0,3.0,2.0
4.0,2.0,0.87,7.0,3.0,2.0
3.5,0.5,0.87,12.0,3.0,1.0
3.0,0.0,0.87,11.0,3.0,1.0
4.0,1.0,0.81,13.0,3.0,1.0
4.0,1.0,0.81,15.0,3.0,1.0
4.5,1.0,0.785,18.0,3.0,2.0
5.5,1.5,0.735,21.0,3.0,1.0
6.0,2.0,0.71,23.0,3.0,1.0
6.5,2.5,0.59,24.0,3.0,2.0
6.5,2.5,0.59,21.0,3.0,2.0
6.5,3.0,0.57,20.0,3.0,2.0
6.0,2.0,0.57,22.0,3.0,1.0
5.0,1.0,0.55,19.5,3.0,1.0
5.0,1.0,0.53,22.0,3.0,1.0
4.0,0.0,0.56,20.0,3.0,1.0
4.0,0.0,0.61,18.0,3.0,1.0
4.0,0.0,0.63,21.0,3.0,1.0
3.0,-1.0,0.7,17.0,3.0,1.0
3.0,-1.0,0.75,15.0,3.0,2.0
2.5,-1.5,0.78,14.0,3.0,1.0
2.0,-2.5,0.81,18.0,3.0,2.0
2.0,-2.5,0.81,18.0,3.0,1.0
2.0,-3.0,0.81,20.5,3.0,4.0
2.0,-2.5,0.81,18.0,3.0,1.0
1.5,-2.5,0.84,14.0,3.0,1.0
1.0,-2.5,0.87,13.0,3.0,1.0
1.5,-2.5,0.84,16.0,3.0,2.0
2.0,-2.5,0.87,18.5,3.0,2.0
3.0,-1.5,0.81,21.5,3.0,1.0
3.5,-1.0,0.78,21.0,3.0,2.0
4.0,0.0,0.7,22.0,3.0,1.0
4.5,-0.5,0.68,25.0,3.0,1.0
5.5,1.5,0.68,23.0,3.0,2.0
6.0,3.0,0.59,18.0,3.0,2.0
6.5,3.0,0.59,19.5,3.0,2.0
6.5,3.5,0.59,18.5,3.0,1.0
6.0,3.0,0.61,15.0,3.0,1.0
5.5,2.5,0.66,14.0,3.0,1.0
5.0,2.0,0.7,13.0,3.0,1.0
5.0,2.0,0.7,13.0,3.0,1.0
4.0,1.5,0.81,10.0,3.0,1.0
3.5,1.0,0.84,8.0,3.0,1.0
3.0,1.0,0.84,7.5,3.0,1.0
2.5,1.0,0.87,6.5,3.0,1.0
2.0,2.0,0.87,4.0,3.0,1.0
1.0,0.0,0.93,5.0,3.0,1.0
1.0,1.0,0.93,0.0,3.0,1.0
0.5,-0.5,0.9,5.0,3.0,1.0
1.0,0.0,0.87,5.0,3.0,1.0
0.0,0.0,0.93,2.0,3.0,1.0
0.0,0.0,0.93,2.0,3.0,1.0
0.0,-2.0,0.93,6.0,3.0,1.0
1.0,-1.0,0.87,7.0,3.0,1.0
2.5,0.0,0.84,8.0,3.0,1.0
4.5,4.0,0.755,5.0,3.0,1.0
6.5,4.0,0.66,13.0,3.0,1.0
7.0,4.0,0.53,17.0,3.0,1.0
7.5,4.5,0.55,18.0,3.0,1.0
8.0,5.0,0.53,16.0,3.0,1.0
7.5,4.5,0.53,18.5,3.0,1.0
6.5,3.5,0.59,19.5,3.0,1.0
6.0,3.5,0.61,13.0,3.0,1.0
5.5,3.0,0.655,11.0,3.0,1.0
5.0,2.5,0.7,10.0,3.0,1.0
4.0,1.5,0.81,9.0,3.0,1.0
3.5,1.0,0.84,10.0,3.0,1.0
3.5,1.0,0.84,10.0,3.0,2.0
4.0,2.0,0.75,8.0,3.0,1.0
4.0,2.0,0.75,9.0,3.0,2.0
3.0,0.0,0.81,11.0,3.0,2.0
3.0,0.0,0.81,10.0,3.0,1.0
3.0,0.0,0.78,10.0,3.0,2.0
3.0,1.0,0.75,7.0,3.0,2.0
3.0,1.0,0.75,7.0,3.0,2.0
2.0,-1.0,0.84,9.0,3.0,1.0
3.0,0.0,0.75,11.0,3.0,1.0
3.5,1.0,0.75,8.0,3.0,1.0
5.5,2.5,0.655,12.0,3.0,2.0
6.0,2.0,0.61,22.0,3.0,2.0
6.5,2.5,0.57,21.0,3.0,2.0
7.0,4.0,0.57,19.0,3.0,1.0
7.0,4.0,0.635,18.0,3.0,2.0
7.0,4.0,0.66,17.0,3.0,2.0
6.5,3.5,0.735,17.0,3.0,2.0
6.0,3.0,0.76,15.0,3.0,2.0
6.0,4.0,0.81,11.0,3.0,2.0
5.5,3.0,0.9,11.0,3.0,2.0
5.0,2.5,0.93,10.0,3.0,2.0
5.0,2.5,0.9,10.0,3.0,2.0
5.0,2.5,0.9,10.0,3.0,2.0
5.0,3.0,0.87,9.0,3.0,2.0
5.0,2.0,0.87,13.0,3.0,2.0
5.0,2.0,0.87,16.0,3.0,2.0
5.0,1.5,0.87,16.0,3.0,2.0
4.5,1.5,0.9,15.0,3.0,2.0
4.5,1.5,0.9,14.0,3.0,2.0
4.0,0.5,0.9,17.0,3.0,2.0
4.0,1.0,0.87,14.0,3.0,2.0
4.0,1.0,0.87,12.0,3.0,2.0
4.0,1.0,0.87,12.0,3.0,2.0
4.0,1.0,0.87,14.0,3.0,2.0
5.0,2.0,0.84,15.0,3.0,2.0
5.5,2.5,0.76,16.0,3.0,1.0
6.5,3.5,0.66,17.0,3.0,1.0
7.0,4.0,0.61,16.0,3.0,1.0
7.0,4.0,0.57,18.0,3.0,1.0
8.0,5.0,0.53,15.0,3.0,1.0
7.5,5.0,0.535,14.0,3.0,1.0
7.0,4.0,0.51,15.0,3.0,1.0
7.0,5.0,0.51,11.0,3.0,1.0
5.5,4.0,0.615,6.5,3.0,1.0
5.5,4.5,0.53,6.5,3.0,1.0
4.5,2.5,0.63,9.0,3.0,1.0
4.0,2.0,0.65,9.0,3.0,1.0
4.0,2.0,0.675,8.0,3.0,1.0
3.5,0.5,0.725,11.0,3.0,1.0
3.0,0.0,0.81,13.0,3.0,1.0
3.0,-0.5,0.81,12.0,3.0,1.0
3.0,0.0,0.81,10.0,3.0,1.0
2.0,-1.0,0.87,9.5,3.0,1.0
2.0,-1.5,0.87,12.0,3.0,1.0
2.0,-0.5,0.87,8.0,3.0,1.0
2.0,-1.0,0.87,11.0,3.0,1.0
2.0,-0.5,0.87,8.0,3.0,1.0
3.5,1.0,0.81,9.0,3.0,1.0
6.0,3.0,0.735,14.0,3.0,1.0
7.5,4.5,0.685,19.5,3.0,1.0
8.0,4.5,0.66,23.0,3.0,1.0
9.0,5.5,0.6,26.0,3.0,1.0
8.5,5.0,0.665,24.5,3.0,2.0
10.0,7.0,0.6,22.0,3.0,2.0
9.0,5.5,0.685,26.0,3.0,2.0
8.5,5.0,0.735,23.0,3.0,2.0
8.0,4.0,0.82,25.0,3.0,2.0
8.0,4.0,0.87,27.0,3.0,2.0
8.0,4.0,0.87,33.0,3.0,2.0
8.5,4.5,0.845,30.5,3.0,2.0
9.0,5.0,0.845,30.0,3.0,2.0
9.0,5.0,0.87,29.0,3.0,2.0
9.5,6.5,0.875,24.0,3.0,2.0
